# PetIllustNameTable (n=126) from petinfo.lub
JT_ALICE	펫_ALICE.bmp
JT_ALICEL	Alicel.bmp
JT_ALIOT	Aliot.bmp
JT_AM_MUT	pet_am_mut.bmp
JT_ANCIENT_MUMMY	pet_ancient_mummy.bmp
JT_ANGELGOLT	Pet_ANGELGOLT.bmp
JT_ANGELING	pet_angeling.bmp
JT_BACSOJIN2	pet_bacsojin.bmp
JT_BACSOJIN_	펫_BACSOJIN.bmp
JT_BAPHOMET2	pet_baphomet2.bmp
JT_BAPHOMET_	펫_바포메트.bmp
JT_BLUEMOON_LOLI_RURI2	pet_blue_moon_loli_ruri.bmp
JT_BON_GUN	펫_본건.bmp
JT_CAT_O_NINE_TAIL	pet_cat_o_nine_tail.bmp
JT_CHOCO	pet_choco.bmp
JT_CHONCHON	펫_촌촌.bmp
JT_CHUNG_E	펫_청이.bmp
JT_CHUNG_E_	펫_청이.bmp
JT_CIVIL_SERVANT	펫_CIVIL_SERVANT.bmp
JT_CLB_SS_FC	pet_CLB_SS_FC.bmp
JT_CLB_SS_TZ	pet_CLB_SS_TZ.bmp
JT_CLOCK	Pet_Clock.bmp
JT_CWHITEKNIGHT	pet_c_white_knight.bmp
JT_C_TOWER_MANAGER2	Pet_C_Tower_Manager.bmp
JT_DARK_PRIEST	Pet_DARK_PRIEST.bmp
JT_DELETER_	펫_지상딜리터.bmp
JT_DELETER_2	pet_deleteer_2.bmp
JT_DESERT_WOLF_B	펫_데져트울프새끼.bmp
JT_DEVIRUCHI	펫_데비루치.bmp
JT_DIABOLIC	펫_디아볼릭.bmp
JT_DIABOLIC2	pet_diabolic2.bmp
JT_DOKEBI	펫_도깨비.bmp
JT_DOMOVOI	펫_도모붜이.bmp
JT_DROPS	펫_드롭프스.bmp
JT_DR_EGGRING	pet_eggring.bmp
JT_DR_LUNATIC	pet_dr_lunatic.bmp
JT_DULLAHAN	펫_DULLAHAN.bmp
JT_ECLIPSE_P	펫_루나틱.bmp
JT_ELEPHANT	pet_elephant.bmp
JT_EP17_2_CHILD_ADMIN1	child_admin_b.bmp
JT_EP17_2_CHILD_ADMIN2	child_admin_a.bmp
JT_EP20_COPO	pet_ep20_copo.bmp
JT_EP20_ICEWIND1	pet_ep20_icewind1.bmp
JT_EP20_ICEWIND2	pet_ep20_icewind2.bmp
JT_EVENT_RICECAKE	펫_떡_이벤트.bmp
JT_FIRE_GOLEM	Pet_FIRE_GOLEM.bmp
JT_GIANT_HONET2	Pet_GIANT_HONET.bmp
JT_GLOOMUNDERNIGHT2	pet_gloomundernight2.bmp
JT_GOBLINE_XMAS	펫_고블린_이벤트.bmp
JT_GOBLIN_1	펫_고블린_단검.bmp
JT_GOBLIN_2	펫_고블린_플레일.bmp
JT_GOBLIN_4	펫_고블린_해머.bmp
JT_GOBLIN_LEADER	펫_GOBLIN_LEADER.bmp
JT_GOLEM	펫_GOLEM.bmp
JT_GORILLA	pet_gorilla.bmp
JT_GRAND_PECO	pet_grandpeco.bmp
JT_GREMLIN	pet_gremlin.bmp
JT_HIGH_ORC	pet_high_orc.bmp
JT_HODREMLIN	pet_hodremlin.bmp
JT_HORNET	Pet_HORNET.bmp
JT_HUNTER_FLY	펫_헌터플라이.bmp
JT_HYEGUN	pet_hyegun.bmp
JT_ILL_BAPHOMET_J	Pet_BAPHOMET_J.bmp
JT_IMP	펫_IMP.bmp
JT_INCUBUS	펫_INCUBUS.bmp
JT_ISIS	펫_이시스.bmp
JT_J_TAINI	펫_j_taini.bmp
JT_LEAF_CAT	펫_LEAF_CAT.bmp
JT_LION	pet_lion.bmp
JT_LITTLE_ISIS	pet_little_isis.bmp
JT_LOLI_RURI	펫_LOLI_RURI.BMP
JT_LUNATIC	펫_루나틱.bmp
JT_MARIN	펫_마린.bmp
JT_MARIONETTE	펫_MARIONETTE.bmp
JT_MASTERING	pet_mastering.bmp
JT_MEDUSA	펫_MEDUSA.bmp
JT_METALLER	pet_metaller.bmp
JT_MISTRESS3	Pet_MISTRESS2.bmp
JT_MIYABI_NINGYO	펫_MIYABI_NINGYO.bmp
JT_MOONLIGHT	pet_moonlight.bmp
JT_MUMMY	pet_mummy.bmp
JT_MUNAK	펫_무낙.bmp
JT_NIGHTMARE_TERROR	펫_NIGHTMARE_TERROR.bmp
JT_NIGHTMARE_TERROR_H	Nightmare_Terror_H.bmp
JT_NINE_TAIL	pet_nine_tail.bmp
JT_ORK_HERO2	Ork_Hero_EGG.bmp
JT_ORK_WARRIOR	펫_오크워리어.bmp
JT_PECOPECO	펫_페코페코.bmp
JT_PETIT	펫_쁘띠.bmp
JT_PHREEONI	pet_phreeoni.bmp
JT_PHREEONI2	pet_phreeoni.bmp
JT_PICKY	펫_픽키.bmp
JT_POISON_SPORE	펫_포이즌스포아.bmp
JT_POPORING	펫_포포링.bmp
JT_PORING	펫_포링.bmp
JT_P_CHUNG_E	펫_청이.bmp
