# PetFoodTable (n=126) from petinfo.lub
JT_ALICE	504
JT_ALICEL	537
JT_ALIOT	537
JT_AM_MUT	537
JT_ANCIENT_MUMMY	537
JT_ANGELGOLT	537
JT_ANGELING	537
JT_BACSOJIN2	25377
JT_BACSOJIN_	6094
JT_BAPHOMET2	25377
JT_BAPHOMET_	518
JT_BLUEMOON_LOLI_RURI2	537
JT_BLUE_UNICORN	510
JT_BON_GUN	537
JT_CAT_O_NINE_TAIL	537
JT_CHOCO	537
JT_CHONCHON	537
JT_CHUNG_E	6115
JT_CHUNG_E_	6115
JT_CIVIL_SERVANT	6095
JT_CLB_SS_FC	537
JT_CLB_SS_TZ	537
JT_CWHITEKNIGHT	537
JT_DARK_PRIEST	1000552
JT_DELETER_	7822
JT_DELETER_2	537
JT_DESERT_WOLF_B	537
JT_DEVIRUCHI	711
JT_DIABOLIC	7823
JT_DIABOLIC2	537
JT_DOKEBI	537
JT_DROPS	508
JT_DR_EGGRING	537
JT_DR_LUNATIC	537
JT_DULLAHAN	6107
JT_ECLIPSE_P	7766
JT_ELEPHANT	6762
JT_EP17_2_CHILD_ADMIN1	1000227
JT_EP17_2_CHILD_ADMIN2	537
JT_EP20_COPO	537
JT_EP20_ICEWIND1	537
JT_EP20_ICEWIND2	537
JT_EVENT_RICECAKE	511
JT_FIRE_GOLEM	537
JT_GIANT_HONET2	537
JT_GLOOMUNDERNIGHT2	25377
JT_GOBLINE_XMAS	911
JT_GOBLIN_1	7821
JT_GOBLIN_2	7821
JT_GOBLIN_4	7821
JT_GOBLIN_LEADER	6104
JT_GOLEM	6111
JT_GORILLA	6763
JT_GRAND_PECO	537
JT_GREMLIN	25232
JT_HIGH_ORC	537
JT_HODREMLIN	537
JT_HORNET	6108
JT_HUNTER_FLY	716
JT_HYEGUN	537
JT_ILL_BAPHOMET_J	537
JT_IMP	6114
JT_INCUBUS	6110
JT_ISIS	537
JT_J_TAINI	512
JT_LEAF_CAT	6096
JT_LION	6764
JT_LITTLE_ISIS	537
JT_LITTLE_PORING	531
JT_LOLI_RURI	6097
JT_LUNATIC	534
JT_MARIN	6534
JT_MARIONETTE	6098
JT_MASTERING	537
JT_MEDUSA	6108
JT_METALLER	537
JT_MISTRESS3	25377
JT_MIYABI_NINGYO	6106
JT_MOONLIGHT	25377
JT_MUMMY	934
JT_MUNAK	537
JT_NIGHTMARE_TERROR	6112
JT_NIGHTMARE_TERROR_H	537
JT_NINE_TAIL	25231
JT_ORK_HERO2	25377
JT_ORK_WARRIOR	537
JT_PECOPECO	537
JT_PETIT	537
JT_PHREEONI	25377
JT_PHREEONI2	25377
JT_PICKY	507
JT_POISON_SPORE	537
JT_POPORING	511
JT_PORING	531
JT_P_CHUNG_E	554
JT_RHINO	6765
JT_ROCKER	537
JT_ROWEEN	7564
JT_SAVAGE	537
JT_SAVAGE_BABE	537
JT_SCATLETON	579
JT_SHINOBI	6099
JT_SKEGGIOLD	537
JT_SKELION	11616
JT_SMOKIE	537
JT_SOHEE	537
JT_SPORE	537
JT_STEEL_CHONCHON	1002
JT_STONE_SHOOTER	6109
JT_SUCCUBUS	6113
JT_TEDDY_BEAR	25233
JT_TIKBALANG	528
JT_TIMEHOLDER3	25377
JT_VR_CHAO	537
JT_WANDERING_DUCK	25233
JT_WANDER_MAN	7824
JT_WANDER_MAN_H	537
JT_WHISPER	6100
JT_WICKED_NYMPH	6105
JT_WILD_ROSE3	537
JT_WILOW	1066
JT_WOODIE	6669
JT_XMAS_LUNATIC	529
JT_XM_TEDDY_BEAR	537
JT_YOYO	532
JT_ZHERLTHSH	929
