# PetEggItemID_PetJobID (n=126) from petinfo.lub
9001	JT_PORING
9002	JT_DROPS
9003	JT_POPORING
9004	JT_LUNATIC
9005	JT_PICKY
9006	JT_CHONCHON
9007	JT_STEEL_CHONCHON
9008	JT_HUNTER_FLY
9009	JT_SAVAGE_BABE
9010	JT_DESERT_WOLF_B
9011	JT_ROCKER
9012	JT_SPORE
9013	JT_POISON_SPORE
9014	JT_PECOPECO
9015	JT_SMOKIE
9016	JT_YOYO
9017	JT_ORK_WARRIOR
9018	JT_MUNAK
9019	JT_DOKEBI
9020	JT_SOHEE
9021	JT_ISIS
9022	JT_PETIT
9023	JT_DEVIRUCHI
9024	JT_BAPHOMET_
9025	JT_BON_GUN
9026	JT_ZHERLTHSH
9027	JT_ALICE
9028	JT_EVENT_RICECAKE
9029	JT_GOBLINE_XMAS
9030	JT_CHUNG_E_
9031	JT_ECLIPSE_P
9032	JT_GOBLIN_1
9033	JT_GOBLIN_2
9034	JT_GOBLIN_4
9035	JT_DELETER_
9036	JT_DIABOLIC
9037	JT_WANDER_MAN
9038	JT_P_CHUNG_E
9039	JT_BACSOJIN_
9040	JT_CIVIL_SERVANT
9041	JT_LEAF_CAT
9042	JT_LOLI_RURI
9043	JT_MARIONETTE
9044	JT_SHINOBI
9045	JT_WHISPER
9046	JT_GOBLIN_LEADER
9047	JT_WICKED_NYMPH
9048	JT_MIYABI_NINGYO
9049	JT_DULLAHAN
9050	JT_MEDUSA
9051	JT_STONE_SHOOTER
9052	JT_INCUBUS
9053	JT_GOLEM
9054	JT_NIGHTMARE_TERROR
9055	JT_SUCCUBUS
9056	JT_IMP
9057	JT_J_TAINI
9058	JT_XMAS_LUNATIC
9059	JT_TIKBALANG
9061	JT_MARIN
9062	JT_LITTLE_PORING
9063	JT_WOODIE
9064	JT_ELEPHANT
9065	JT_GORILLA
9066	JT_LION
9067	JT_RHINO
9068	JT_BLUE_UNICORN
9069	JT_MASTERING
9070	JT_SAVAGE
9071	JT_GRAND_PECO
9087	JT_HIGH_ORC
9088	JT_ANGELING
9089	JT_AM_MUT
9090	JT_LITTLE_ISIS
9091	JT_CHOCO
9092	JT_DR_EGGRING
9093	JT_HYEGUN
9094	JT_DR_LUNATIC
9095	JT_NINE_TAIL
9096	JT_CAT_O_NINE_TAIL
9097	JT_DIABOLIC2
9098	JT_DELETER_2
9099	JT_TEDDY_BEAR
9100	JT_GREMLIN
9101	JT_SCATLETON
9102	JT_MUMMY
9103	JT_WILOW
9104	JT_ROWEEN
9105	JT_HODREMLIN
9106	JT_METALLER
9107	JT_ANCIENT_MUMMY
9108	JT_XM_TEDDY_BEAR
9111	JT_PHREEONI2
9112	JT_MOONLIGHT
9113	JT_SKELION
9115	JT_BACSOJIN2
9116	JT_NIGHTMARE_TERROR_H
9117	JT_WANDER_MAN_H
9118	JT_ALIOT
9119	JT_ALICEL
9121	JT_ORK_HERO2
9122	JT_GLOOMUNDERNIGHT2
9123	JT_EP17_2_CHILD_ADMIN1
9124	JT_EP17_2_CHILD_ADMIN2
9125	JT_WANDERING_DUCK
9128	JT_DARK_PRIEST
9130	JT_ILL_BAPHOMET_J
9131	JT_FIRE_GOLEM
9133	JT_CWHITEKNIGHT
9137	JT_BAPHOMET2
9140	JT_BLUEMOON_LOLI_RURI2
9141	JT_WILD_ROSE3
9145	JT_EP20_COPO
9146	JT_EP20_ICEWIND1
9147	JT_EP20_ICEWIND2
9155	JT_HORNET
9156	JT_VR_CHAO
9169	JT_C_TOWER_MANAGER2
9171	JT_TIMEHOLDER3
9183	JT_CLB_SS_FC
9184	JT_CLB_SS_TZ
9186	JT_ANGELGOLT
9187	JT_SKEGGIOLD
9190	JT_CLOCK
9192	JT_GIANT_HONET2
9193	JT_MISTRESS3
