# WeaponHitWaveNameTable (n=30) from weapontable.lub
0	_hit_mace.wav
1	_hit_sword.wav
10	_hit_rod.wav
11	_hit_arrow.wav
12	_hit_mace.wav
13	_hit_mace.wav
14	_hit_mace.wav
15	_hit_mace.wav
16	_hit_mace.wav
17	_hit_권총.wav
18	_hit_라이플.wav
19	_hit_개틀링한발.wav
2	_hit_sword.wav
20	_hit_샷건.wav
21	_hit_그레네이드런쳐.wav
22	_hit_mace.wav
23	_hit_rod.wav
25	_hit_mace.wav
26	_hit_mace.wav
27	_hit_mace.wav
28	_hit_mace.wav
29	_hit_mace.wav
3	_hit_sword.wav
30	_hit_mace.wav
4	_hit_spear.wav
5	_hit_spear.wav
6	_hit_axe.wav
7	_hit_axe.wav
8	_hit_mace.wav
9	_hit_mace.wav
